Reference	Country	Site	Coordinate_origin	Lat	Lon	Elevation	Temperature	Rainfall	Clay	Field_type	Field_size	Crop_type	Species	Detailed_species_information	Planting_date	Harvest_year	Harvest_date	Age	Rotation	Density	Yield	Unit	Error	Error_type	Yield_type	Yield_type_Index	Yield_estimation	Yield_origin	Management	Irrigation	Irrigation_flag	Fertilization_flag	Fertilizing_frequency	Nitrogen	Phosphorus	Potassium	Calcium	Magnesium	Boron	Other_fertilization
Adegbidi et al., 2001	United States	Tully, New York	reported site	42.7833333333	-76.1166666667					experimental trial		Willow	Salix dasyclados		1987		after leaf fall		1.0	107600.0	10.8	ton DM/ha/yr	0.3	SE	aboveground woody biomass production	aboveground	dried, weighted	directly reported		2-6 cm/week during growing season	yes	no								
Adegbidi et al., 2001	United States	Tully, New York	reported site	42.7833333333	-76.1166666667					experimental trial		Poplar	Populus nigra x Populus maximowiczii		1987		after leaf fall		1.0	107600.0	10.5	ton DM/ha/yr	0.4	SE	aboveground woody biomass production	aboveground	dried, weighted	directly reported		2-6 cm/week during growing season	yes	no								
Adegbidi et al., 2001	United States	Tully, New York	reported site	42.7833333333	-76.1166666667					experimental trial		Willow	Salix alba		1990		after leaf fall		3.0	107600.0	5.1	ton DM/ha/yr	1.0	SE	aboveground woody biomass production	aboveground	dried, weighted	directly reported		2-6 cm/week during growing season	yes	yes	annual	224.0	112.0	224.0				
Adegbidi et al., 2001	United States	Tully, New York	reported site	42.7833333333	-76.1166666667					experimental trial		Willow	Salix alba		1990		after leaf fall		3.0	36960.0	5.5	ton DM/ha/yr	0.7	SE	aboveground woody biomass production	aboveground	dried, weighted	directly reported		2-6 cm/week during growing season	yes	yes	annual	224.0	112.0	224.0				
Adegbidi et al., 2001	United States	Tully, New York	reported site	42.7833333333	-76.1166666667					experimental trial		Willow	Salix alba		1990		after leaf fall		3.0	15000.0	3.0	ton DM/ha/yr	0.6	SE	aboveground woody biomass production	aboveground	dried, weighted	directly reported		2-6 cm/week during growing season	yes	yes	annual	224.0	112.0	224.0				
Adegbidi et al., 2001	United States	Tully, New York	reported site	42.7833333333	-76.1166666667					experimental trial		Willow	Salix dasyclados		1990		after leaf fall		3.0	107600.0	15.4	ton DM/ha/yr	1.2	SE	aboveground woody biomass production	aboveground	dried, weighted	directly reported		2-6 cm/week during growing season	yes	yes	annual	224.0	112.0	224.0				
Adegbidi et al., 2001	United States	Tully, New York	reported site	42.7833333333	-76.1166666667					experimental trial		Willow	Salix dasyclados		1990		after leaf fall		3.0	36960.0	18.5	ton DM/ha/yr	1.7	SE	aboveground woody biomass production	aboveground	dried, weighted	directly reported		2-6 cm/week during growing season	yes	yes	annual	224.0	112.0	224.0				
Adegbidi et al., 2001	United States	Tully, New York	reported site	42.7833333333	-76.1166666667					experimental trial		Willow	Salix dasyclados		1990		after leaf fall		3.0	15000.0	16.5	ton DM/ha/yr	1.9	SE	aboveground woody biomass production	aboveground	dried, weighted	directly reported		2-6 cm/week during growing season	yes	yes	annual	224.0	112.0	224.0				
Adegbidi et al., 2001	United States	Tully, New York	reported site	42.7833333333	-76.1166666667					experimental trial		Willow	Salix alba		1990		after leaf fall		1.0		4.9	ton DM/ha/yr	0.7	SE	aboveground woody biomass production	aboveground	dried, weighted	directly reported		2-6 cm/week during growing season	yes	yes	annual	224.0	112.0	224.0				
Adegbidi et al., 2001	United States	Tully, New York	reported site	42.7833333333	-76.1166666667					experimental trial		Willow	Salix alba		1990		after leaf fall		2.0		3.5	ton DM/ha/yr	0.5	SE	aboveground woody biomass production	aboveground	dried, weighted	directly reported		2-6 cm/week during growing season	yes	yes	annual	224.0	112.0	224.0				
Adegbidi et al., 2001	United States	Tully, New York	reported site	42.7833333333	-76.1166666667					experimental trial		Willow	Salix alba		1990		after leaf fall		3.0		5.5	ton DM/ha/yr	1.2	SE	aboveground woody biomass production	aboveground	dried, weighted	directly reported		2-6 cm/week during growing season	yes	yes	annual	224.0	112.0	224.0				
Adegbidi et al., 2001	United States	Tully, New York	reported site	42.7833333333	-76.1166666667					experimental trial		Willow	Salix dasyclados		1990		after leaf fall		1.0		12.5	ton DM/ha/yr	0.6	SE	aboveground woody biomass production	aboveground	dried, weighted	directly reported		2-6 cm/week during growing season	yes	yes	annual	224.0	112.0	224.0				
Adegbidi et al., 2001	United States	Tully, New York	reported site	42.7833333333	-76.1166666667					experimental trial		Willow	Salix dasyclados		1990		after leaf fall		2.0		16.1	ton DM/ha/yr	0.9	SE	aboveground woody biomass production	aboveground	dried, weighted	directly reported		2-6 cm/week during growing season	yes	yes	annual	224.0	112.0	224.0				
Adegbidi et al., 2001	United States	Tully, New York	reported site	42.7833333333	-76.1166666667					experimental trial		Willow	Salix dasyclados		1990		after leaf fall		3.0		21.7	ton DM/ha/yr	1.4	SE	aboveground woody biomass production	aboveground	dried, weighted	directly reported		2-6 cm/week during growing season	yes	yes	annual	224.0	112.0	224.0				
Adegbidi et al., 2001	United States	Tully, New York, experiment #3	reported site	42.7833333333	-76.1166666667					experimental trial		Willow	Salix alba		1990		after leaf fall		3.0	36960.0	6.5	ton DM/ha/yr	2.0	SE	aboveground woody biomass production	aboveground	dried, weighted	directly reported		soil moisture is maintained to field capacity with drip irrigation	yes	yes	annual	224.0	112.0	224.0				
Adegbidi et al., 2001	United States	Tully, New York, experiment #3	reported site	42.7833333333	-76.1166666667					experimental trial		Willow	Salix alba		1990		after leaf fall		3.0	36960.0	2.5	ton DM/ha/yr	0.8	SE	aboveground woody biomass production	aboveground	dried, weighted	directly reported			no	yes	annual	224.0	112.0	224.0				
Adegbidi et al., 2001	United States	Tully, New York, experiment #3	reported site	42.7833333333	-76.1166666667					experimental trial		Willow	Salix dasyclados		1990		after leaf fall		3.0	36960.0	27.5	ton DM/ha/yr	1.8	SE	aboveground woody biomass production	aboveground	dried, weighted	directly reported		soil moisture is maintained to field capacity with drip irrigation	yes	yes	annual	224.0	112.0	224.0				
Adegbidi et al., 2001	United States	Tully, New York, experiment #3	reported site	42.7833333333	-76.1166666667					experimental trial		Willow	Salix dasyclados		1990		after leaf fall		3.0	36960.0	8.9	ton DM/ha/yr	2.1	SE	aboveground woody biomass production	aboveground	dried, weighted	directly reported			no	yes	annual	224.0	112.0	224.0				
Adegbidi et al., 2003	United States	Tully, New York	reported site	42.7833333333	-76.1166666667			600.0		experimental trial		Willow	Salix dasyclados		1995	1996			3.0	15200.0	5.5	ton DM/ha/yr			stem biomass	part of aboveground	allometric equation	read from Fig. 1				no								
Adegbidi et al., 2003	United States	Tully, New York	reported site	42.7833333333	-76.1166666667			600.0		experimental trial		Willow	Salix dasyclados		1995	1997			3.0	15200.0	6.75	ton DM/ha/yr			stem biomass	part of aboveground	allometric equation	read from Fig. 1				no								
Adegbidi et al., 2003	United States	Tully, New York	reported site	42.7833333333	-76.1166666667			600.0		experimental trial		Willow	Salix dasyclados		1995	1998			3.0	15200.0	8.33333333333	ton DM/ha/yr			stem biomass	part of aboveground	allometric equation	read from Fig. 1				no								
Adegbidi et al., 2003	United States	Tully, New York	reported site	42.7833333333	-76.1166666667			600.0		experimental trial		Willow	Salix dasyclados		1995	1996			3.0	15200.0	6.0	ton DM/ha/yr			stem biomass	part of aboveground	allometric equation	read from Fig. 1	plastic mulch			yes	one-time							
Adegbidi et al., 2003	United States	Tully, New York	reported site	42.7833333333	-76.1166666667			600.0		experimental trial		Willow	Salix dasyclados		1995	1997			3.0	15200.0	7.25	ton DM/ha/yr			stem biomass	part of aboveground	allometric equation	read from Fig. 1	plastic mulch			yes	one-time							
Adegbidi et al., 2003	United States	Tully, New York	reported site	42.7833333333	-76.1166666667			600.0		experimental trial		Willow	Salix dasyclados		1995	1998			3.0	15200.0	8.0	ton DM/ha/yr			stem biomass	part of aboveground	allometric equation	read from Fig. 1	plastic mulch			yes	one-time							
Adegbidi et al., 2003	United States	Tully, New York	reported site	42.7833333333	-76.1166666667			600.0		experimental trial		Willow	Salix dasyclados		1995	1996			3.0	15200.0	11.0	ton DM/ha/yr			stem biomass	part of aboveground	allometric equation	read from Fig. 1				yes	one-time	100.0						
Adegbidi et al., 2003	United States	Tully, New York	reported site	42.7833333333	-76.1166666667			600.0		experimental trial		Willow	Salix dasyclados		1995	1997			3.0	15200.0	9.75	ton DM/ha/yr			stem biomass	part of aboveground	allometric equation	read from Fig. 1				yes	one-time	100.0						
Adegbidi et al., 2003	United States	Tully, New York	reported site	42.7833333333	-76.1166666667			600.0		experimental trial		Willow	Salix dasyclados		1995	1998			3.0	15200.0	10.6666666667	ton DM/ha/yr			stem biomass	part of aboveground	allometric equation	read from Fig. 1				yes	one-time	100.0						
Adegbidi et al., 2003	United States	Tully, New York	reported site	42.7833333333	-76.1166666667			600.0		experimental trial		Willow	Salix dasyclados		1995	1996			3.0	15200.0	9.5	ton DM/ha/yr			stem biomass	part of aboveground	allometric equation	read from Fig. 1				yes	one-time	200.0						
Adegbidi et al., 2003	United States	Tully, New York	reported site	42.7833333333	-76.1166666667			600.0		experimental trial		Willow	Salix dasyclados		1995	1997			3.0	15200.0	9.0	ton DM/ha/yr			stem biomass	part of aboveground	allometric equation	read from Fig. 1				yes	one-time	200.0						
Adegbidi et al., 2003	United States	Tully, New York	reported site	42.7833333333	-76.1166666667			600.0		experimental trial		Willow	Salix dasyclados		1995	1998			3.0	15200.0	9.0	ton DM/ha/yr			stem biomass	part of aboveground	allometric equation	read from Fig. 1				yes	one-time	200.0						
Adegbidi et al., 2003	United States	Tully, New York	reported site	42.7833333333	-76.1166666667			600.0		experimental trial		Willow	Salix dasyclados		1995	1996			3.0	15200.0	13.5	ton DM/ha/yr			stem biomass	part of aboveground	allometric equation	read from Fig. 1				yes	one-time	300.0						
Adegbidi et al., 2003	United States	Tully, New York	reported site	42.7833333333	-76.1166666667			600.0		experimental trial		Willow	Salix dasyclados		1995	1997			3.0	15200.0	11.75	ton DM/ha/yr			stem biomass	part of aboveground	allometric equation	read from Fig. 1				yes	one-time	300.0						
Adegbidi et al., 2003	United States	Tully, New York	reported site	42.7833333333	-76.1166666667			600.0		experimental trial		Willow	Salix dasyclados		1995	1998			3.0	15200.0	11.0	ton DM/ha/yr			stem biomass	part of aboveground	allometric equation	read from Fig. 1				yes	one-time	300.0						
Adegbidi et al., 2003	United States	Tully, New York	reported site	42.7833333333	-76.1166666667			600.0		experimental trial		Willow	Salix dasyclados		1995	1996			3.0	15200.0	12.0	ton DM/ha/yr			stem biomass	part of aboveground	allometric equation	read from Fig. 1	composted poultry manure			yes	one-time							
Adegbidi et al., 2003	United States	Tully, New York	reported site	42.7833333333	-76.1166666667			600.0		experimental trial		Willow	Salix dasyclados		1995	1997			3.0	15200.0	11.75	ton DM/ha/yr			stem biomass	part of aboveground	allometric equation	read from Fig. 1	composted poultry manure			yes	one-time							
Adegbidi et al., 2003	United States	Tully, New York	reported site	42.7833333333	-76.1166666667			600.0		experimental trial		Willow	Salix dasyclados		1995	1998			3.0	15200.0	11.6666666667	ton DM/ha/yr			stem biomass	part of aboveground	allometric equation	read from Fig. 1	composted poultry manure			yes	one-time							
Adegbidi et al., 2003	United States	Tully, New York	reported site	42.7833333333	-76.1166666667			600.0		experimental trial		Willow	Salix dasyclados		1995	1996			3.0	15200.0	12.0	ton DM/ha/yr			stem biomass	part of aboveground	allometric equation	read from Fig. 1	lime-stabilized sludge			yes	one-time							
Adegbidi et al., 2003	United States	Tully, New York	reported site	42.7833333333	-76.1166666667			600.0		experimental trial		Willow	Salix dasyclados		1995	1997			3.0	15200.0	11.0	ton DM/ha/yr			stem biomass	part of aboveground	allometric equation	read from Fig. 1	lime-stabilized sludge			yes	one-time							
Adegbidi et al., 2003	United States	Tully, New York	reported site	42.7833333333	-76.1166666667			600.0		experimental trial		Willow	Salix dasyclados		1995	1998			3.0	15200.0	11.0	ton DM/ha/yr			stem biomass	part of aboveground	allometric equation	read from Fig. 1	lime-stabilized sludge			yes	one-time							
Adegbidi et al., 2003	United States	Tully, New York	reported site	42.7833333333	-76.1166666667			600.0		experimental trial		Willow	Salix dasyclados		1995	1996			3.0	15200.0	12.0	ton DM/ha/yr			stem biomass	part of aboveground	allometric equation	read from Fig. 1	lime-stabilized sludge + mulch			yes	one-time							
Adegbidi et al., 2003	United States	Tully, New York	reported site	42.7833333333	-76.1166666667			600.0		experimental trial		Willow	Salix dasyclados		1995	1997			3.0	15200.0	11.0	ton DM/ha/yr			stem biomass	part of aboveground	allometric equation	read from Fig. 1	lime-stabilized sludge + mulch			yes	one-time							
Adegbidi et al., 2003	United States	Tully, New York	reported site	42.7833333333	-76.1166666667			600.0		experimental trial		Willow	Salix dasyclados		1995	1998			3.0	15200.0	11.6666666667	ton DM/ha/yr			stem biomass	part of aboveground	allometric equation	read from Fig. 1	lime-stabilized sludge + mulch			yes	one-time							
Deraedt and Ceulemans, 1998	Belgium	Boom, Antwerpen	reported site	51.0833333333	4.36666666667	5.0				experimental trial	7.5 m x 15 m each plot	Poplar	Populus trichocarpa	P. trichocarpa Columbia River	1996	1996	Dec	1.0		10000.0	0.338	ton DM/ha/yr			aboveground woody biomass	part of aboveground	dried, weighted	unit conversion	herbicides		no	no								
Deraedt and Ceulemans, 1998	Belgium	Boom, Antwerpen	reported site	51.0833333333	4.36666666667	5.0				experimental trial	7.5 m x 15 m each plot	Poplar	Populus trichocarpa	P. trichocarpa Fritzi Pauley	1996	1996	Dec	1.0		10000.0	0.213	ton DM/ha/yr			aboveground woody biomass	part of aboveground	dried, weighted	unit conversion	herbicides		no	no								
Deraedt and Ceulemans, 1998	Belgium	Boom, Antwerpen	reported site	51.0833333333	4.36666666667	5.0				experimental trial	7.5 m x 15 m each plot	Poplar	Populus trichocarpa 	P. trichocarpa Trichobel	1996	1996	Dec	1.0		10000.0	0.536	ton DM/ha/yr			aboveground woody biomass	part of aboveground	dried, weighted	unit conversion	herbicides		no	no								
Deraedt and Ceulemans, 1998	Belgium	Boom, Antwerpen	reported site	51.0833333333	4.36666666667	5.0				experimental trial	7.5 m x 15 m each plot	Poplar	Populus trichocarpa x Populus deltoides	P. trichocarpa x P. deltoides, Beaupre	1996	1996	Dec	1.0		10000.0	0.224	ton DM/ha/yr			aboveground woody biomass	part of aboveground	dried, weighted	unit conversion	herbicides		no	no								
Deraedt and Ceulemans, 1998	Belgium	Boom, Antwerpen	reported site	51.0833333333	4.36666666667	5.0				experimental trial	7.5 m x 15 m each plot	Poplar	Populus trichocarpa x Populus deltoides	P. trichocarpa x P. deltoides, Boelare	1996	1996	Dec	1.0		10000.0	0.089	ton DM/ha/yr			aboveground woody biomass	part of aboveground	dried, weighted	unit conversion	herbicides		no	no								
Deraedt and Ceulemans, 1998	Belgium	Boom, Antwerpen	reported site	51.0833333333	4.36666666667	5.0				experimental trial	7.5 m x 15 m each plot	Poplar	Populus trichocarpa x Populus deltoides	P. trichocarpa x P. deltoides, Hazendans	1996	1996	Dec	1.0		10000.0	0.241	ton DM/ha/yr			aboveground woody biomass	part of aboveground	dried, weighted	unit conversion	herbicides		no	no								
Deraedt and Ceulemans, 1998	Belgium	Boom, Antwerpen	reported site	51.0833333333	4.36666666667	5.0				experimental trial	7.5 m x 15 m each plot	Poplar	Populus trichocarpa x Populus deltoides	P. trichocarpa x P. deltoides, Hoogvorst	1996	1996	Dec	1.0		10000.0	0.375	ton DM/ha/yr			aboveground woody biomass	part of aboveground	dried, weighted	unit conversion	herbicides		no	no								
Deraedt and Ceulemans, 1998	Belgium	Boom, Antwerpen	reported site	51.0833333333	4.36666666667	5.0				experimental trial	7.5 m x 15 m each plot	Poplar	Populus trichocarpa x Populus deltoides	P. trichocarpa x P. deltoides, Unal	1996	1996	Dec	1.0		10000.0	0.247	ton DM/ha/yr			aboveground woody biomass	part of aboveground	dried, weighted	unit conversion	herbicides		no	no								
Deraedt and Ceulemans, 1998	Belgium	Boom, Antwerpen	reported site	51.0833333333	4.36666666667	5.0				experimental trial	7.5 m x 15 m each plot	Poplar	Populus trichocarpa x Populus deltoides	P. trichocarpa x P. deltoides, Raspalje	1996	1996	Dec	1.0		10000.0	0.106	ton DM/ha/yr			aboveground woody biomass	part of aboveground	dried, weighted	unit conversion	herbicides		no	no								
